strain	strain_name	date	country	segment
OP841270	A/Delaware/28/2022	2022-05-25	USA	4
OP841278	A/Delaware/30/2022	2022-05-27	USA	4
OP841286	A/Delaware/32/2022	2022-06-14	USA	4
OP841294	A/Delaware/33/2022	2022-06-16	USA	4
OP841310	A/Delaware/34/2022	2022-06-16	USA	4
OP841316	A/Delaware/35/2022	2022-06-17	USA	4
OP841324	A/Delaware/35/2022	2022-06-17	USA	4
OP841332	A/Delaware/36/2022	2022-06-17	USA	4
OP841340	A/Delaware/36/2022	2022-06-17	USA	4
OP841348	A/District Of Columbia/02/2022	2022-01-30	USA	4
OP841356	A/District Of Columbia/09/2021	2021-12-07	USA	4
OP841364	A/District Of Columbia/10/2021	2021-12-08	USA	4
OP841372	A/District Of Columbia/10/2022	2022-02-24	USA	4
OP841380	A/District Of Columbia/11/2021	2021-12-11	USA	4
OP841388	A/District Of Columbia/11/2021	2021-12-11	USA	4
OP841393	A/District Of Columbia/12/2021	2021-12-14	USA	4
OP841401	A/District Of Columbia/12/2021	2021-12-14	USA	4
OP841409	A/District Of Columbia/12/2022	2022-02-25	USA	4
OP841417	A/District Of Columbia/13/2021	2021-12-16	USA	4
OP841425	A/District Of Columbia/13/2021	2021-12-16	USA	4
OP841433	A/District Of Columbia/49/2022	2022-06-09	USA	4
OP841441	A/Florida/01/2022	2022-01-10	USA	4
OP841457	A/Florida/02/2022	2022-01-11	USA	4
OP841465	A/Florida/03/2022	2022-01-14	USA	4
OP841473	A/Florida/03/2022	2022-01-14	USA	4
OP841481	A/Florida/06/2022	2022-02-12	USA	4
OP841489	A/Florida/07/2022	2022-02-14	USA	4
OP841497	A/Florida/08/2022	2022-02-14	USA	4
OP841505	A/Florida/19/2021	2021-12-05	USA	4
OP841513	A/Florida/20/2021	2021-12-08	USA	4
OP841521	A/Florida/21/2021	2021-12-09	USA	4
OP841529	A/Florida/22/2021	2021-12-18	USA	4
OP841537	A/Florida/23/2021	2021-12-19	USA	4
OP841545	A/Florida/27/2021	2021-12-25	USA	4
OP841553	A/Florida/61/2022	2022-06-06	USA	4
OP841561	A/Florida/62/2022	2022-06-10	USA	4
OP841569	A/Florida/63/2022	2022-06-14	USA	4
OP841585	A/Florida/65/2022	2022-06-16	USA	4
OP841593	A/Florida/65/2022	2022-06-16	USA	4
OP841601	A/Florida/66/2022	2022-06-24	USA	4
OP841609	A/Florida/66/2022	2022-06-24	USA	4
OP841617	A/Florida/67/2022	2022-06-30	USA	4
OP841625	A/Florida/67/2022	2022-06-30	USA	4
OP841633	A/Florida/68/2022	2022-06-30	USA	4
OP841641	A/Florida/68/2022	2022-06-30	USA	4
OP841648	A/Florida/69/2022	2022-07-05	USA	4
OP841656	A/Florida/69/2022	2022-07-05	USA	4
OP841664	A/Hawaii/01/2021	2021-11-19	USA	4
OP841672	A/Hawaii/02/2021	2021-11-23	USA	4
OP841680	A/Hawaii/03/2021	2021-12-01	USA	4
OP841688	A/Hawaii/04/2021	2021-12-26	USA	4
OP841696	A/Hawaii/05/2021	2021-12-27	USA	4
OP841704	A/Hawaii/17/2022	2022-05-28	USA	4
OP841711	A/Hawaii/20/2022	2022-06-13	USA	4
OP841719	A/Hawaii/20/2022	2022-06-13	USA	4
OP841727	A/Hawaii/21/2022	2022-06-15	USA	4
OP841735	A/Hawaii/22/2022	2022-06-16	USA	4
OP841741	A/Hawaii/22/2022	2022-06-16	USA	4
OP841748	A/Hawaii/23/2022	2022-06-29	USA	4
OP841756	A/Hawaii/24/2022	2022-07-06	USA	4
OP841764	A/Hawaii/24/2022	2022-07-06	USA	4
OP841770	A/Hawaii/25/2022	2022-07-10	USA	4
OP841778	A/Hawaii/25/2022	2022-07-10	USA	4
OP841786	A/Hawaii/26/2022	2022-07-15	USA	4
OP841794	A/Hawaii/26/2022	2022-07-15	USA	4
OP841802	A/Hawaii/28/2022	2022-07-24	USA	4
OP841810	A/Hawaii/28/2022	2022-07-24	USA	4
OP841818	A/Hawaii/29/2022	2022-07-29	USA	4
OP841826	A/Hawaii/31/2022	2022-08-05	USA	4
OP841834	A/Idaho/01/2021	2021-12-22	USA	4
OP841842	A/Idaho/02/2021	2021-12-25	USA	4
OP841850	A/Idaho/03/2021	2021-12-25	USA	4
OP841858	A/Idaho/29/2022	2022-06-05	USA	4
OP841866	A/Idaho/29/2022	2022-06-05	USA	4
OP841874	A/Illinois/07/2021	2021-12-19	USA	4
OP841881	A/Illinois/07/2021	2021-12-19	USA	4
OP841889	A/Illinois/08/2021	2021-12-20	USA	4
OP841897	A/Illinois/08/2021	2021-12-20	USA	4
OP841905	A/Illinois/09/2021	2021-12-20	USA	4
OP841913	A/Illinois/09/2021	2021-12-20	USA	4
OP841921	A/Illinois/10/2021	2021-12-07	USA	4
OP841929	A/Illinois/10/2021	2021-12-07	USA	4
OP841937	A/Illinois/11/2021	2021-12-21	USA	4
OP841945	A/Illinois/11/2021	2021-12-21	USA	4
OP841953	A/Illinois/12/2021	2021-12-29	USA	4
OP841961	A/Illinois/12/2021	2021-12-29	USA	4
OP841969	A/Indiana/10/2021	2021-12-16	USA	4
OP841977	A/Indiana/10/2021	2021-12-16	USA	4
OP841985	A/Indiana/11/2021	2021-12-16	USA	4
OP841993	A/Indiana/11/2021	2021-12-16	USA	4
OP842001	A/Indiana/12/2021	2021-12-16	USA	4
OP842009	A/Indiana/12/2021	2021-12-16	USA	4
OP842017	A/Iowa/01/2022	2022-01-07	USA	4
OP842025	A/Iowa/01/2022	2022-01-07	USA	4
OP842033	A/Iowa/02/2022	2022-01-10	USA	4
OP842041	A/Iowa/02/2022	2022-01-10	USA	4
OP842049	A/Iowa/03/2022	2022-01-17	USA	4
OP842057	A/Iowa/03/2022	2022-01-17	USA	4
OP842065	A/Iowa/16/2021	2021-12-09	USA	4
OP842073	A/Iowa/17/2021	2021-12-12	USA	4
OP842081	A/Iowa/17/2021	2021-12-12	USA	4
OP842089	A/Iowa/18/2021	2021-12-16	USA	4
OP842097	A/Iowa/18/2021	2021-12-16	USA	4
OP842105	A/Iowa/19/2021	2021-12-20	USA	4
OP842113	A/Iowa/19/2021	2021-12-20	USA	4
OP842121	A/Iowa/20/2021	2021-12-26	USA	4
OP842129	A/Iowa/20/2021	2021-12-26	USA	4
OP842137	A/Iowa/21/2021	2021-12-29	USA	4
OP842145	A/Iowa/21/2021	2021-12-29	USA	4
OP842153	A/Kansas/01/2022	2022-01-04	USA	4
OP842161	A/Kansas/01/2022	2022-01-04	USA	4
OP842169	A/Kansas/02/2022	2022-01-06	USA	4
OP842177	A/Kansas/02/2022	2022-01-06	USA	4
OP842185	A/Kansas/03/2022	2022-01-06	USA	4
OP842193	A/Kansas/03/2022	2022-01-06	USA	4
OP842201	A/Kansas/04/2022	2022-01-16	USA	4
OP842209	A/Kansas/04/2022	2022-01-16	USA	4
OP842217	A/Kansas/05/2022	2022-01-17	USA	4
OP842225	A/Kansas/05/2022	2022-01-17	USA	4
OP842233	A/Kansas/06/2021	2021-12-14	USA	4
OP842241	A/Kansas/06/2022	2022-01-19	USA	4
OP842249	A/Kansas/06/2022	2022-01-19	USA	4
OP842257	A/Kansas/07/2021	2021-12-20	USA	4
OP842265	A/Louisiana/08/2021	2021-12-23	USA	4
OP842273	A/Louisiana/08/2021	2021-12-23	USA	4
OP842281	A/Louisiana/09/2021	2021-12-24	USA	4
OP842289	A/Louisiana/09/2021	2021-12-24	USA	4
OP842297	A/Louisiana/10/2021	2021-12-25	USA	4
OP842305	A/Louisiana/10/2021	2021-12-25	USA	4
OP842313	A/Louisiana/11/2021	2021-12-24	USA	4
OP842321	A/Louisiana/11/2021	2021-12-24	USA	4
OP842329	A/Maryland/01/2022	2022-06-22	USA	4
OP842337	A/Maryland/01/2022	2022-06-22	USA	4
OP842353	A/Massachusetts/01/2022	2022-01-17	USA	4
OP842360	A/Massachusetts/02/2022	2022-01-18	USA	4
OP842368	A/Massachusetts/02/2022	2022-01-18	USA	4
OP842376	A/Michigan/01/2022	2022-01-02	USA	4
OP842384	A/Michigan/02/2022	2022-01-04	USA	4
OP842392	A/Michigan/02/2022	2022-01-04	USA	4
OP842400	A/Michigan/03/2022	2022-01-05	USA	4
OP842407	A/Michigan/03/2022	2022-01-05	USA	4
OP842415	A/Michigan/23/2021	2021-12-11	USA	4
OP842423	A/Michigan/23/2021	2021-12-11	USA	4
OP842431	A/Michigan/24/2021	2021-12-16	USA	4
OP842439	A/Michigan/24/2021	2021-12-16	USA	4
OP842447	A/Michigan/25/2021	2021-12-17	USA	4
OP842455	A/Michigan/25/2021	2021-12-17	USA	4
OP842463	A/Michigan/26/2021	2021-12-23	USA	4
OP842471	A/Michigan/26/2021	2021-12-23	USA	4
OP842479	A/Michigan/27/2021	2021-12-25	USA	4
OP842487	A/Michigan/27/2021	2021-12-25	USA	4
OP842495	A/Michigan/28/2021	2021-12-29	USA	4
OP842503	A/Michigan/28/2021	2021-12-29	USA	4
OP842511	A/Michigan/35/2022	2022-05-18	USA	4
OP842519	A/Michigan/35/2022	2022-05-18	USA	4
OP842527	A/Michigan/36/2022	2022-06-06	USA	4
OP842535	A/Michigan/36/2022	2022-06-06	USA	4
OP842543	A/Michigan/37/2022	2022-06-23	USA	4
OP842551	A/Michigan/37/2022	2022-06-23	USA	4
OP842558	A/Michigan/38/2022	2022-07-02	USA	4
OP842566	A/Michigan/38/2022	2022-07-02	USA	4
OP842574	A/Michigan/39/2022	2022-07-03	USA	4
OP842581	A/Michigan/39/2022	2022-07-03	USA	4
OP842589	A/Michigan/40/2022	2022-07-06	USA	4
OP842596	A/Michigan/40/2022	2022-07-06	USA	4
OP842604	A/Michigan/41/2022	2022-07-08	USA	4
OP842612	A/Michigan/41/2022	2022-07-08	USA	4
OP842620	A/Minnesota/01/2022	2022-01-01	USA	4
OP842628	A/Minnesota/02/2022	2022-01-02	USA	4
OP842636	A/Minnesota/02/2022	2022-01-02	USA	4
OP842644	A/Minnesota/03/2022	2022-01-04	USA	4
OP842652	A/Minnesota/04/2022	2022-01-11	USA	4
OP842660	A/Minnesota/04/2022	2022-01-11	USA	4
OP842668	A/Minnesota/05/2022	2022-01-13	USA	4
OP842676	A/Minnesota/05/2022	2022-01-13	USA	4
OP842684	A/Minnesota/06/2022	2022-01-16	USA	4
OP842691	A/Minnesota/06/2022	2022-01-16	USA	4
OP842699	A/Minnesota/09/2021	2021-12-18	USA	4
OP842707	A/Minnesota/09/2021	2021-12-18	USA	4
OP842715	A/Minnesota/10/2021	2021-12-20	USA	4
OP842723	A/Minnesota/10/2021	2021-12-20	USA	4
OP842731	A/Minnesota/11/2021	2021-12-20	USA	4
OP842739	A/Minnesota/11/2021	2021-12-20	USA	4
OP842747	A/Minnesota/32/2022	2022-05-10	USA	4
OP842755	A/Minnesota/33/2022	2022-05-10	USA	4
OP842763	A/Minnesota/34/2022	2022-05-14	USA	4
OP842770	A/Mississippi/01/2022	2022-01-03	USA	4
OP842778	A/Mississippi/01/2022	2022-01-03	USA	4
OP842786	A/Mississippi/02/2022	2022-01-03	USA	4
OP842794	A/Mississippi/02/2022	2022-01-03	USA	4
OP842802	A/Mississippi/04/2021	2021-12-17	USA	4
OP842810	A/Mississippi/05/2021	2021-12-21	USA	4
OP842818	A/Mississippi/06/2021	2021-12-22	USA	4
OP842826	A/Missouri/01/2022	2022-01-05	USA	4
OP842834	A/Missouri/02/2022	2022-01-12	USA	4
OP842842	A/Missouri/02/2022	2022-01-12	USA	4
OP842850	A/Missouri/03/2022	2022-01-18	USA	4
OP842857	A/Missouri/03/2022	2022-01-18	USA	4
OP842865	A/Missouri/04/2022	2022-01-18	USA	4
OP842872	A/Missouri/04/2022	2022-01-18	USA	4
OP842880	A/Missouri/05/2022	2022-01-20	USA	4
OP842888	A/Missouri/05/2022	2022-01-20	USA	4
OP842896	A/Missouri/07/2021	2021-12-09	USA	4
OP842904	A/Missouri/07/2021	2021-12-09	USA	4
OP842912	A/Missouri/08/2021	2021-12-21	USA	4
OP842920	A/Missouri/08/2021	2021-12-21	USA	4
OP842928	A/Missouri/09/2021	2021-12-22	USA	4
OP842936	A/Missouri/09/2021	2021-12-22	USA	4
OP842944	A/Missouri/10/2021	2021-12-29	USA	4
OP842952	A/Missouri/10/2021	2021-12-29	USA	4
OP842960	A/Montana/01/2022	2022-01-04	USA	4
OP842968	A/Montana/02/2022	2022-01-06	USA	4
OP842976	A/Montana/03/2022	2022-01-12	USA	4
OP842984	A/Montana/11/2021	2021-12-13	USA	4
OP842992	A/Montana/12/2021	2021-12-14	USA	4
OP843000	A/Montana/13/2021	2021-12-15	USA	4
OP843008	A/Montana/25/2022	2022-06-04	USA	4
OP843016	A/Montana/25/2022	2022-06-04	USA	4
OP843024	A/Montana/26/2022	2022-06-07	USA	4
OP843032	A/Montana/29/2022	2022-06-13	USA	4
OP843046	A/Nebraska/01/2022	2022-01-03	USA	4
OP843054	A/Nebraska/01/2022	2022-01-03	USA	4
OP843062	A/Nebraska/02/2022	2022-01-06	USA	4
OP843070	A/Nebraska/02/2022	2022-01-06	USA	4
OP843078	A/Nebraska/03/2022	2022-01-11	USA	4
OP843086	A/Nebraska/03/2022	2022-01-11	USA	4
OP843094	A/Nebraska/04/2022	2022-01-11	USA	4
OP843102	A/Nebraska/04/2022	2022-01-11	USA	4
OP843110	A/Nebraska/05/2022	2022-01-26	USA	4
OP843118	A/Nebraska/08/2021	2021-12-14	USA	4
OP843126	A/Nebraska/09/2021	2021-12-16	USA	4
OP843134	A/Nebraska/10/2021	2021-12-16	USA	4
OP843142	A/Nebraska/11/2021	2021-12-24	USA	4
OP843150	A/Nebraska/11/2021	2021-12-24	USA	4
OP843158	A/Nebraska/12/2021	2021-12-27	USA	4
OP843166	A/Nebraska/12/2021	2021-12-27	USA	4
OP843174	A/Nevada/01/2021	2021-12-09	USA	4
OP843182	A/Nevada/01/2021	2021-12-09	USA	4
OP843190	A/Nevada/02/2021	2021-12-13	USA	4
OP843198	A/Nevada/02/2021	2021-12-13	USA	4
OP843206	A/Nevada/03/2021	2021-12-15	USA	4
OP843214	A/Nevada/03/2021	2021-12-15	USA	4
OP843222	A/Nevada/04/2021	2021-12-15	USA	4
OP843230	A/Nevada/04/2021	2021-12-15	USA	4
OP843238	A/Nevada/27/2022	2022-06-06	USA	4
OP843246	A/Nevada/28/2022	2022-06-06	USA	4
OP843254	A/Nevada/29/2022	2022-06-06	USA	4
OP843262	A/Nevada/30/2022	2022-06-27	USA	4
OP843270	A/Nevada/30/2022	2022-06-27	USA	4
OP843278	A/Nevada/31/2022	2022-06-27	USA	4
OP843286	A/Nevada/31/2022	2022-06-27	USA	4
OP843294	A/Nevada/32/2022	2022-07-11	USA	4
OP843302	A/New Hampshire/01/2022	2022-01-09	USA	4
OP843309	A/New Hampshire/02/2022	2022-01-10	USA	4
OP843317	A/New Hampshire/02/2022	2022-01-10	USA	4
OP843325	A/New Hampshire/03/2022	2022-01-10	USA	4
OP843333	A/New Hampshire/03/2022	2022-01-10	USA	4
OP843341	A/New Hampshire/05/2022	2022-02-25	USA	4
OP843349	A/New Hampshire/08/2021	2021-12-14	USA	4
OP843357	A/New Hampshire/08/2021	2021-12-14	USA	4
OP843365	A/New Hampshire/09/2021	2021-12-14	USA	4
OP843373	A/New Hampshire/09/2021	2021-12-14	USA	4
OP843381	A/New Hampshire/10/2021	2021-12-20	USA	4
OP843389	A/New Hampshire/10/2021	2021-12-20	USA	4
OP843397	A/New Hampshire/11/2021	2021-12-27	USA	4
OP843405	A/New Hampshire/21/2022	2022-04-30	USA	4
OP843413	A/New Jersey/02/2022	2022-01-13	USA	4
OP843421	A/New Jersey/02/2022	2022-01-13	USA	4
OP843429	A/New Jersey/03/2022	2022-01-18	USA	4
OP843437	A/New Jersey/03/2022	2022-01-18	USA	4
OP843445	A/New Jersey/04/2021	2021-12-09	USA	4
OP843453	A/New Jersey/04/2021	2021-12-09	USA	4
OP843461	A/New Jersey/04/2022	2022-01-24	USA	4
OP843469	A/New Jersey/05/2021	2021-12-13	USA	4
OP843477	A/New Jersey/05/2021	2021-12-13	USA	4
OP843485	A/New Jersey/06/2021	2021-12-14	USA	4
OP843493	A/New Jersey/07/2021	2021-12-22	USA	4
OP843501	A/New Jersey/07/2021	2021-12-22	USA	4
OP843509	A/New Jersey/08/2021	2021-12-24	USA	4
OP843517	A/New Jersey/08/2021	2021-12-24	USA	4
OP843525	A/New Jersey/09/2021	2021-12-27	USA	4
OP843533	A/New Jersey/09/2021	2021-12-27	USA	4
OP843541	A/New Jersey/23/2022	2022-05-23	USA	4
OP843549	A/New Jersey/24/2022	2022-05-31	USA	4
OP843557	A/New Jersey/25/2022	2022-06-15	USA	4
OP843565	A/New Jersey/25/2022	2022-06-15	USA	4
OP843573	A/New Jersey/26/2022	2022-06-19	USA	4
OP843581	A/New Jersey/26/2022	2022-06-19	USA	4
OP843589	A/New Jersey/27/2022	2022-06-21	USA	4
OP843597	A/New Jersey/27/2022	2022-06-21	USA	4
OP843605	A/New Jersey/28/2022	2022-06-12	USA	4
OP843613	A/New Jersey/28/2022	2022-06-12	USA	4
OP843621	A/New Jersey/29/2022	2022-06-21	USA	4
OP843629	A/New Jersey/29/2022	2022-06-21	USA	4
OP843637	A/New Jersey/30/2022	2022-06-28	USA	4
OP843645	A/New Jersey/30/2022	2022-06-28	USA	4
OP843653	A/New Mexico/01/2021	2021-11-30	USA	4
OP843661	A/New Mexico/01/2021	2021-11-30	USA	4
OP843669	A/New Mexico/01/2022	2022-01-03	USA	4
OP843677	A/New Mexico/02/2021	2021-12-03	USA	4
OP843685	A/New Mexico/02/2021	2021-12-03	USA	4
OP843693	A/New Mexico/02/2022	2022-01-03	USA	4
OP843701	A/New Mexico/03/2021	2021-12-07	USA	4
OP843709	A/New Mexico/03/2021	2021-12-07	USA	4
OP843717	A/New Mexico/03/2022	2022-01-04	USA	4
OP843725	A/New Mexico/04/2021	2021-12-17	USA	4
OP843733	A/New Mexico/05/2021	2021-12-20	USA	4
OP843741	A/New Mexico/06/2021	2021-12-22	USA	4
OP843749	A/New York/03/2022	2022-01-09	USA	4
OP843757	A/New York/11/2021	2021-12-12	USA	4
OP843765	A/New York/11/2021	2021-12-12	USA	4
OP843772	A/New York/12/2021	2021-12-14	USA	4
OP843780	A/New York/12/2021	2021-12-14	USA	4
OP843788	A/New York/13/2021	2021-12-19	USA	4
OP843796	A/New York/13/2021	2021-12-19	USA	4
OP843804	A/New York/16/2021	2021-12-01	USA	4
OP843812	A/New York/18/2021	2021-12-08	USA	4
OP843820	A/North Carolina/10/2021	2021-12-10	USA	4
OP843828	A/North Carolina/11/2021	2021-12-11	USA	4
OP843836	A/North Carolina/11/2021	2021-12-11	USA	4
OP843844	A/North Carolina/12/2021	2021-12-11	USA	4
OP843852	A/North Carolina/12/2021	2021-12-11	USA	4
OP843860	A/North Dakota/01/2022	2022-01-16	USA	4
OP843868	A/North Dakota/01/2022	2022-01-16	USA	4
OP843876	A/North Dakota/02/2022	2022-01-22	USA	4
OP843884	A/North Dakota/07/2021	2021-12-24	USA	4
OP843892	A/North Dakota/07/2021	2021-12-24	USA	4
OP843898	A/North Dakota/08/2021	2021-12-26	USA	4
OP843906	A/North Dakota/08/2021	2021-12-26	USA	4
OP843914	A/North Dakota/09/2021	2021-12-27	USA	4
OP843922	A/North Dakota/10/2021	2021-11-18	USA	4
OP843930	A/North Dakota/10/2021	2021-11-18	USA	4
OP843938	A/Ohio/01/2022	2022-01-05	USA	4
OP843946	A/Ohio/02/2022	2022-01-05	USA	4
OP843954	A/Ohio/03/2022	2022-01-28	USA	4
OP843962	A/Ohio/04/2022	2022-01-31	USA	4
OP843970	A/Ohio/22/2022	2022-06-10	USA	4
OP843978	A/Ohio/22/2022	2022-06-10	USA	4
OP843986	A/Ohio/23/2022	2022-06-14	USA	4
OP843998	A/Ohio/24/2022	2022-06-19	USA	4
OP844006	A/Ohio/24/2022	2022-06-19	USA	4
OP844014	A/Ohio/25/2022	2022-07-02	USA	4
OP844022	A/Ohio/25/2022	2022-07-02	USA	4
OP844028	A/Ohio/27/2022	2022-07-11	USA	4
OP844036	A/Ohio/27/2022	2022-07-11	USA	4
OP844043	A/Oregon/01/2021	2021-11-20	USA	4
OP844051	A/Oregon/01/2022	2022-01-03	USA	4
OP844059	A/Oregon/02/2021	2021-11-25	USA	4
OP844067	A/Oregon/02/2022	2022-01-04	USA	4
OP844075	A/Oregon/03/2021	2021-11-26	USA	4
OP844083	A/Oregon/03/2022	2022-01-04	USA	4
OP844091	A/Oregon/04/2021	2021-12-14	USA	4
OP844099	A/Oregon/04/2022	2022-01-02	USA	4
OP844107	A/Oregon/05/2021	2021-12-17	USA	4
OP844115	A/Oregon/05/2022	2022-01-05	USA	4
OP844123	A/Oregon/06/2021	2021-12-18	USA	4
OP844131	A/Oregon/06/2022	2022-01-10	USA	4
OP844139	A/Oregon/28/2022	2022-06-10	USA	4
OP844147	A/Oregon/29/2022	2022-06-10	USA	4
OP844155	A/Oregon/29/2022	2022-06-10	USA	4
OP844163	A/Oregon/30/2022	2022-06-11	USA	4
OP844170	A/Oregon/30/2022	2022-06-11	USA	4
OP844178	A/Oregon/31/2022	2022-07-08	USA	4
OP844186	A/Oregon/31/2022	2022-07-08	USA	4
OP844194	A/Pennsylvania/01/2022	2022-01-01	USA	4
OP844202	A/Pennsylvania/01/2022	2022-01-01	USA	4
OP844210	A/Pennsylvania/02/2022	2022-01-04	USA	4
OP844218	A/Pennsylvania/02/2022	2022-01-04	USA	4
OP844226	A/Pennsylvania/03/2022	2022-01-04	USA	4
OP844234	A/Pennsylvania/03/2022	2022-01-04	USA	4
OP844242	A/Pennsylvania/04/2022	2022-01-04	USA	4
OP844250	A/Pennsylvania/04/2022	2022-01-04	USA	4
OP844258	A/Pennsylvania/05/2022	2022-01-04	USA	4
OP844266	A/Pennsylvania/06/2022	2022-01-04	USA	4
OP844274	A/Pennsylvania/06/2022	2022-01-04	USA	4
OP844282	A/Pennsylvania/07/2022	2022-01-11	USA	4
OP844290	A/Pennsylvania/07/2022	2022-01-11	USA	4
OP844298	A/Pennsylvania/08/2022	2022-01-12	USA	4
OP844306	A/Pennsylvania/08/2022	2022-01-12	USA	4
OP844314	A/Pennsylvania/09/2021	2021-12-13	USA	4
OP844322	A/Pennsylvania/09/2022	2022-01-13	USA	4
OP844329	A/Pennsylvania/09/2022	2022-01-13	USA	4
OP844338	A/Pennsylvania/10/2021	2021-12-14	USA	4
OP844346	A/Pennsylvania/10/2022	2022-01-15	USA	4
OP844354	A/Pennsylvania/10/2022	2022-01-15	USA	4
OP844362	A/Pennsylvania/11/2021	2021-12-14	USA	4
OP844370	A/Pennsylvania/11/2022	2022-01-15	USA	4
OP844378	A/Pennsylvania/11/2022	2022-01-15	USA	4
OP844386	A/Pennsylvania/12/2021	2021-12-29	USA	4
OP844394	A/Pennsylvania/12/2021	2021-12-29	USA	4
OP844402	A/Pennsylvania/12/2022	2022-01-19	USA	4
OP844410	A/Pennsylvania/12/2022	2022-01-19	USA	4
OP844418	A/Pennsylvania/13/2022	2022-01-19	USA	4
OP844426	A/Pennsylvania/13/2022	2022-01-19	USA	4
OP844434	A/Pennsylvania/14/2022	2022-02-02	USA	4
OP844442	A/Pennsylvania/15/2022	2022-02-06	USA	4
OP844450	A/Pennsylvania/16/2022	2022-02-07	USA	4
OP844458	A/Pennsylvania/19/2022	2022-02-17	USA	4
OP844466	A/Pennsylvania/39/2022	2022-05-30	USA	4
OP844474	A/Pennsylvania/40/2022	2022-06-01	USA	4
OP844482	A/Pennsylvania/41/2022	2022-03-02	USA	4
OP844490	A/Pennsylvania/41/2022	2022-03-02	USA	4
OP844498	A/Pennsylvania/42/2022	2022-06-14	USA	4
OP844506	A/Pennsylvania/42/2022	2022-06-14	USA	4
OP844514	A/Pennsylvania/44/2022	2022-07-12	USA	4
OP844522	A/Pennsylvania/44/2022	2022-07-12	USA	4
OP844530	A/Pennsylvania/45/2022	2022-07-12	USA	4
OP844538	A/Pennsylvania/45/2022	2022-07-12	USA	4
OP844546	A/Pennsylvania/46/2022	2022-07-12	USA	4
OP844554	A/Pennsylvania/46/2022	2022-07-12	USA	4
OP844562	A/Rhode Island/01/2022	2022-01-05	USA	4
OP844570	A/Rhode Island/01/2022	2022-01-05	USA	4
OP844578	A/Rhode Island/02/2022	2022-01-07	USA	4
OP844586	A/Rhode Island/02/2022	2022-01-07	USA	4
OP844594	A/Rhode Island/03/2022	2022-01-11	USA	4
OP844602	A/Rhode Island/03/2022	2022-01-11	USA	4
OP844610	A/Rhode Island/04/2022	2022-01-14	USA	4
OP844618	A/Rhode Island/04/2022	2022-01-14	USA	4
OP844626	A/Rhode Island/05/2022	2022-01-18	USA	4
OP844634	A/Rhode Island/05/2022	2022-01-18	USA	4
OP844642	A/Rhode Island/06/2022	2022-01-18	USA	4
OP844650	A/Rhode Island/06/2022	2022-01-18	USA	4
OP844658	A/Rhode Island/07/2022	2022-01-26	USA	4
OP844666	A/Rhode Island/08/2022	2022-01-31	USA	4
OP844674	A/Rhode Island/10/2022	2022-02-12	USA	4
OP844682	A/Rhode Island/12/2021	2021-12-07	USA	4
OP844690	A/Rhode Island/13/2021	2021-12-08	USA	4
OP844698	A/Rhode Island/14/2021	2021-12-15	USA	4
OP844706	A/Rhode Island/15/2021	2021-12-22	USA	4
OP844714	A/Rhode Island/16/2021	2021-12-23	USA	4
OP844722	A/Rhode Island/17/2021	2021-12-28	USA	4
OP844730	A/Rhode Island/17/2021	2021-12-28	USA	4
OP844735	A/Rhode Island/32/2022	2022-05-24	USA	4
OP844743	A/Rhode Island/33/2022	2022-05-29	USA	4
OP844751	A/Rhode Island/35/2022	2022-06-06	USA	4
OP844759	A/Rhode Island/36/2022	2022-06-09	USA	4
OP844767	A/Rhode Island/37/2022	2022-06-22	USA	4
OP844773	A/Rhode Island/37/2022	2022-06-22	USA	4
OP844778	A/Rhode Island/38/2022	2022-06-22	USA	4
OP844786	A/Rhode Island/38/2022	2022-06-22	USA	4
OP844794	A/Rhode Island/39/2022	2022-06-22	USA	4
OP844805	A/South Dakota/01/2022	2022-01-03	USA	4
OP844813	A/South Dakota/01/2022	2022-01-03	USA	4
OP844821	A/South Dakota/02/2022	2022-01-04	USA	4
OP844829	A/South Dakota/02/2022	2022-01-04	USA	4
OP844838	A/South Dakota/03/2022	2022-01-04	USA	4
OP844846	A/South Dakota/04/2021	2021-12-20	USA	4
OP844854	A/South Dakota/04/2022	2022-01-18	USA	4
OP844862	A/South Dakota/04/2022	2022-01-18	USA	4
OP844870	A/South Dakota/05/2021	2021-12-20	USA	4
OP844877	A/South Dakota/05/2022	2022-01-19	USA	4
OP844885	A/South Dakota/05/2022	2022-01-19	USA	4
OP844893	A/South Dakota/06/2021	2021-12-22	USA	4
OP844901	A/South Dakota/06/2022	2022-01-20	USA	4
OP844909	A/South Dakota/06/2022	2022-01-20	USA	4
OP844917	A/South Dakota/28/2022	2022-07-12	USA	4
OP844925	A/Tennessee/01/2022	2022-01-30	USA	4
OP844933	A/Tennessee/21/2021	2021-12-14	USA	4
OP844939	A/Tennessee/21/2021	2021-12-14	USA	4
OP844947	A/Tennessee/22/2021	2021-12-14	USA	4
OP844955	A/Tennessee/22/2021	2021-12-14	USA	4
OP844963	A/Tennessee/23/2021	2021-12-25	USA	4
OP844968	A/Tennessee/23/2021	2021-12-25	USA	4
OP844976	A/Texas/01/2022	2022-01-17	USA	4
OP844984	A/Texas/02/2022	2022-01-18	USA	4
OP844992	A/Texas/03/2022	2022-01-19	USA	4
OP845000	A/Texas/04/2022	2022-01-26	USA	4
OP845008	A/Texas/06/2021	2021-11-29	USA	4
